"BusinessName","Telephone","Email","EmailHost","WebsiteURL","Linkedin","FacebookProfile","FacebookMessenger","Instagram","Twitter","Google_Rank","DomainRegistered","DomainExpiry","DomainNameserver","DomainRegistrar","Instagram_Followers","Instagram_Follows","Instagram_TotalPhotos","Instagram_Average_Likes","Instagram_Average_Comments","Instagram_Is_verified","Instagram_HighlightReel_Count","Instagram_Is_BizAccount","Instagram_AccountName","YelpAds","FBMessenger_Ads","FacebookAds","Instagram_Ads","Adwords_Ads","Gmaps_URL","GMB_Claimed","FacebookPixel","GooglePixel","CriteoPixel","GoogleStars","GoogleCount","YelpStars","Yelpcount","FacebookStars","Facebookcount","MainCategory","Address","City","State","ZIP","MobileFriendly","GoogleAnalytics","SchemaMarkup","UseWordpress","UseShopify","LinkedinAnalytics"
"Accord Medical Clinic","6568441528","enquiry@accordmedical.com.sg","Pro Plan Only","https://www.accordmedical.com.sg/","","","","","","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Upgrade","Pro Plan Only","Pro Plan Only","Pro Plan Only","Pro Plan Only","https://maps.google.com/maps/place/Accord+Medical+Clinic/@1.3276593,103.9039467,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0xB2B43CB93BB57232!8m2!3d1.3276593!4d103.9039467","verified","Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Accord Medical Clinic 400325","","","","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan"
"Cornerstone Medical","6562620018","kevinlimws@cornerstone-medical.com.sg","Pro Plan Only","http://www.cornerstone-medical.com.sg/","","","","","","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Upgrade","Pro Plan Only","Pro Plan Only","Pro Plan Only","Pro Plan Only","https://maps.google.com/maps/place/Cornerstone+Medical/@1.3084094,103.784729,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x688A54F661F86C17!8m2!3d1.3084094!4d103.784729","verified","Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Ghim Moh Link #01-03 Cornerstone Medical, 29A, 271029","","","","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan"
"MYHEALTH MEDICAL CENTRE","6568726920","admin@myhealthmedctr.sg","Pro Plan Only","http://www.myhealthmedctr.sg/","","","","","","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Upgrade","Pro Plan Only","Pro Plan Only","Pro Plan Only","Pro Plan Only","https://maps.google.com/maps/place/MYHEALTH+MEDICAL+CENTRE/@1.312146,103.75895,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0xCB62A31BC6A8E5C!8m2!3d1.312146!4d103.75895","verified","Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","501 W Coast Dr, MYHEALTH MEDICAL CENTRE","","","128104","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan"
"Liang Clinic","6562415944","liangclinic@yahoo.com","Pro Plan Only","https://jusleong69.wixsite.com/mysite","","","","","","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Upgrade","Pro Plan Only","Pro Plan Only","Pro Plan Only","Pro Plan Only","https://maps.google.com/maps/place/Liang+Clinic/@1.3125983,103.9231991,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0xFD017048103CA2F!8m2!3d1.3125983!4d103.9231991","verified","Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","#B1-15/16 Liang Clinic, Siglap Centre, 455871","","","","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan"
"Aspen Clinic","6564553829","info@aspenclinic.com.sg","Pro Plan Only","http://www.aspenclinic.com.sg/","","","","","","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Upgrade","Pro Plan Only","Pro Plan Only","Pro Plan Only","Pro Plan Only","https://maps.google.com/maps/place/Aspen+Clinic/@1.3589776,103.8447546,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x8D7950727DB568B8!8m2!3d1.3589776!4d103.8447546","verified","Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","#01-185 Aspen Clinic 570283","Singapore","SG","570283","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan"
"Aik Kong Tong TCM Therapy Clinic Singapore","6597105992","xuxiaopengtcm@gmail.com","Pro Plan Only","http://www.aikkongtongtcm.com/promotion","","","","","","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Upgrade","Pro Plan Only","Pro Plan Only","Pro Plan Only","Pro Plan Only","https://g.page/aikkongtongtcm","verified","Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","#03-20A Aik Kong Tong TCM Therapy Clinic Singapore, Sim Lim Square, 188504","","","","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan"
"Clementi Polyclinic","6569082222","nup_media@nuhs.edu.sg","Pro Plan Only","https://www.nup.com.sg/","","","","","","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Upgrade","Pro Plan Only","Pro Plan Only","Pro Plan Only","Pro Plan Only","https://maps.google.com/maps/place/Clementi+Polyclinic/@1.3128033,103.7657387,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x2E05551FEDE30B74!8m2!3d1.3128033!4d103.7657387","verified","Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","#02-307 Clementi Polyclinic, Singapore 120451","Singapore","SG","120449","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan"
"The WISDOM TOOTH Clinic","6584282828","thewisdomtoothclinic@gmail.com","Pro Plan Only","http://www.thewisdomtoothclinic.com/","","","","","","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Upgrade","Pro Plan Only","Pro Plan Only","Pro Plan Only","Pro Plan Only","https://maps.google.com/maps/place/The+WISDOM+TOOTH+Clinic/@1.2891137,103.8466671,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x5A3F32CDA7514E13!8m2!3d1.2891137!4d103.8466671","verified","Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","#11-92B The WISDOM TOOTH Clinic, Clarke Quay Central, 059818","","","","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan"
"The Pain Clinic @ Alvernia","6598819177","drho@thepainclinic.com.sg","Pro Plan Only","http://www.thepainclinic.com.sg/","","","","","","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Upgrade","Pro Plan Only","Pro Plan Only","Pro Plan Only","Pro Plan Only","https://g.page/painclinicalvernia","verified","Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Mt Alvernia Hospital #07-59, Medical Centre D","Singapore","","574623","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan"
"Peak Medical Clinic & Surgery","6565136326","staff.peakmedicalwp@gmail.com","Pro Plan Only","https://www.peakmedicalsg.com/","","","","","","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Upgrade","Pro Plan Only","Pro Plan Only","Pro Plan Only","Pro Plan Only","https://maps.google.com/maps/place/Peak+Medical+Clinic+%26+Surgery/@1.3607371,103.9373128,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x58CF36DD17832B02!8m2!3d1.3607371!4d103.9373128","verified","Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","#01-05 Peak Medical Clinic & Surgery, Tampines GreenRidges, 522601","","","","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan"
"The Medical Practice","6563329086","karina@themedicalpractice.com.sg","Pro Plan Only","https://themedicalpractice.com.sg/","","","","","","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Upgrade","Pro Plan Only","Pro Plan Only","Pro Plan Only","Pro Plan Only","https://maps.google.com/maps/place/The+Medical+Practice/@1.2917308,103.8556218,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0xD178D05CB178F158!8m2!3d1.2917308!4d103.8556218","verified","Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","#1 03A The Medical Practice 039393","","","","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan"
"Cross Street Medical Clinic","6565350608","info@crossstreetmedical.com.sg","Pro Plan Only","http://www.crossstreetmedical.com.sg/","","","","","","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Upgrade","Pro Plan Only","Pro Plan Only","Pro Plan Only","Pro Plan Only","https://maps.google.com/maps/place/Cross+Street+Medical+Clinic/@1.2845751,103.8452941,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x956B316BCD3A2011!8m2!3d1.2845751!4d103.8452941","verified","Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","#01-35 Cross Street Medical Clinic - STD STI HIV Clinic","Singapore","Singapore","050533","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan"
"Atlas Medical Derma-Regen Clinic","6598629765","dr.smyuen@atlasmedicalclinic.com","Pro Plan Only","https://atlasmedicalclinic.com/","","","","","","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Upgrade","Pro Plan Only","Pro Plan Only","Pro Plan Only","Pro Plan Only","https://maps.google.com/maps/place/Atlas+Medical+Derma-Regen+Clinic/@1.2955536,103.8590533,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x1CAC583260DADBC8!8m2!3d1.2955536!4d103.8590533","verified","Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Ngee Ann City Tower B","Singapore","","238801","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan"
"The Sports Care Centre","6592208312","thephysiocarecentre@gmail.com","Pro Plan Only","https://www.thesportscarecentre.com/","","","","","","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Upgrade","Pro Plan Only","Pro Plan Only","Pro Plan Only","Pro Plan Only","https://maps.google.com/maps/place/The+Sports+Care+Centre/@1.28813,103.8461645,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0xB1B32C1BDF728E4B!8m2!3d1.28813!4d103.8461645","verified","Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","North East Line NE","Mei Hwan","","348615","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan"
"The Clifford Surgery Clinic - Plastic Surgery, Urology, Orthopaedics and Sports Medicine","6583186332","thecliffordclinic@gmail.com","Pro Plan Only","https://cliffordsurgery.com/","","","","","","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Upgrade","Pro Plan Only","Pro Plan Only","Pro Plan Only","Pro Plan Only","https://g.page/The-Clifford-Surgery","verified","Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","24 Raffles Place","Singapore","","049318","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan"
"Dr H C Leong Dental Surgeon LLP","6596711096","drhcleong@leongdental.com.sg","Pro Plan Only","http://www.leongdental.com.sg/","","","","","","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Upgrade","Pro Plan Only","Pro Plan Only","Pro Plan Only","Pro Plan Only","https://maps.google.com/maps/place/Dr+H+C+Leong+Dental+Surgeon+LLP/@1.289117,103.84677,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x9B6EE24F0A552474!8m2!3d1.289117!4d103.84677","verified","Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Eu Tong Sen Street","Singapore","","059817","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan"
"Specialist Skin Clinic - Dermatologist Singapore","6567341411","enquiry@specialistskin.com.sg","Pro Plan Only","https://www.specialistskin.com.sg/","","","","","","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Upgrade","Pro Plan Only","Pro Plan Only","Pro Plan Only","Pro Plan Only","https://maps.google.com/maps/place/Specialist+Skin+Clinic+-+Dermatologist+Singapore/@1.3015674,103.8372957,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0xF50552F7F38EC513!8m2!3d1.3015674!4d103.8372957","verified","Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Grange Road","Singapore","SG","239693","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan"
"Acacia Medical Clinic","6566840274","info@acacia.sg","Pro Plan Only","https://acacia.sg/","","","","","","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Upgrade","Pro Plan Only","Pro Plan Only","Pro Plan Only","Pro Plan Only","https://maps.google.com/maps/place/Acacia+Medical+Clinic/@1.2817654,103.8029577,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0xC9E3FA7820949CE0!8m2!3d1.2817654!4d103.8029577","verified","Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","#01-07 Acacia Medical Clinic 109684","","","","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan"
"1 Bishan Medical Clinic","6564561600","1physiocaresg@gmail.com","Pro Plan Only","https://www.1medical.sg/","","","","","","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Upgrade","Pro Plan Only","Pro Plan Only","Pro Plan Only","Pro Plan Only","https://g.page/1-bishan-medical","verified","Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","#01-191 1 Bishan Medical Clinic, Singapore 570283","","","","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan"
"Hope Gastroenterology and Liver Clinic","6568360608","contact@hopegastro.com","Pro Plan Only","http://www.hopegastro.com/","","","","","","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Upgrade","Pro Plan Only","Pro Plan Only","Pro Plan Only","Pro Plan Only","https://maps.google.com/maps/place/Hope+Gastroenterology+and+Liver+Clinic/@1.3055915,103.8354837,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x6ACCC8C2D3A1AAB1!8m2!3d1.3055915!4d103.8354837","verified","Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Unit 15-02 Hope Gastroenterology and Liver Clinic, Medical Centre","Singapore","","238863","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan"
"Bridgepoint Health Maritime Clinic","6598881533","maritime@bridgepointhealth.sg","Pro Plan Only","http://maritime.bridgepointhealth.sg/","","","","","","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Upgrade","Pro Plan Only","Pro Plan Only","Pro Plan Only","Pro Plan Only","https://maps.google.com/maps/place/Bridgepoint+Health+Maritime+Clinic/@1.2774082,103.8397818,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0xC6D3FC0EF67CB89A!8m2!3d1.2774082!4d103.8397818","verified","Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","#01-41 Bridgepoint Health Maritime Clinic 081001","","","","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan"
"Eye & Retina Surgeons, Suntec City","6563379119","clinic@ers-suntec.com","Pro Plan Only","http://www.ers-suntec.com/","","","","","","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Upgrade","Pro Plan Only","Pro Plan Only","Pro Plan Only","Pro Plan Only","https://maps.google.com/maps/place/Eye+%26+Retina+Surgeons%2C+Suntec+City/@1.2940266,103.8580852,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0xBF5DB990964AF44D!8m2!3d1.2940266!4d103.8580852","verified","Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","5 W Eye Clinic","Singapore","","039596","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan"
"A1 Medical Clinic","6564930198","contactus@kindredclinic.com","Pro Plan Only","https://www.clinicgeek.com/place/a1-medical-clinic-bedok","","","","","","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Upgrade","Pro Plan Only","Pro Plan Only","Pro Plan Only","Pro Plan Only","https://maps.google.com/maps/place/A1+Medical+Clinic/@1.3283356,103.9301083,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x24665198454AAE34!8m2!3d1.3283356!4d103.9301083","verified","Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","#01-63 A1 Medical Clinic, Singapore 460418","","","","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan"
"Nippon Medical Care, Gleneagles Hospital","6564747707","nmc@nipponmedicalcare.com.sg","Pro Plan Only","https://www.nipponmedicalcare.com.sg/","","","","","","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Upgrade","Pro Plan Only","Pro Plan Only","Pro Plan Only","Pro Plan Only","https://maps.google.com/maps/place/Nippon+Medical+Care%2C+Gleneagles+Hospital/@1.3077263,103.8200865,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x1FD6F3A5F931379F!8m2!3d1.3077263!4d103.8200865","verified","Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","6a Napier Road #03-31, Gleneagles Hospital, Annexe Block","Singapore","","258482","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan"
